RR
5.923071528751754
0.0
20.5
2.6
0.9
5.923071528751754
0.0
10.5
5.923071528751754
1.5
5.923071528751754
1.0
0.0
0.0
5.6
22.5
42.0
91.6
30.0
65.0
19.3
0.0
4.2
13.600000000000001
16.0
0.0
0.0
19.1
0.39999999999999997
0.0
14.100000000000001
11.1
80.8
101.0
13.0
74.7
9.8
6.5
7.8
1.3
2.0
3.0
5.2
2.5
10.7
6.3999999999999995
1.4
0.0
0.3
0.0
0.0
1.5
0.0
0.0
0.0
5.923071528751754
0.0
0.0
0.0
0.0
2.3
5.0
5.923071528751754
0.0
7.700000000000001
1.5
0.5
0.0
40.1
1.0
0.0
0.0
17.4
3.1999999999999997
16.0
5.9
37.4
33.4
0.3
0.0
1.4
0.0
5.923071528751754
5.923071528751754
1.3
2.5
17.9
32.5
0.0
0.0
3.7
9.732699064910411
0.5
0.0
0.0
0.0
5.0
15.0
2.3
2.5
6.180599767714739
0.0
0.0
2.5
18.3
0.5
0.0
1.0
0.0
5.923071528751754
0.0
0.0
0.0
5.923071528751754
0.0
3.4999999999999996
27.3
0.0
3.1562508583068847
2.554965753108263
2.5
2.5
0.5
0.0
0.09999999999999999
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
5.923071528751754
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
5.923071528751754
5.923071528751754
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
5.923071528751754
0.0
0.0
5.923071528751754
0.0
0.0
0.0
0.0
5.0
0.0
0.0
0.0
0.0
0.0
0.5
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
19.6
0.0
0.0
0.0
0.0
0.0
0.0
14.500000000000002
26.0
0.3
0.5
0.0
0.0
13.300000000000002
0.0
0.0
0.0
0.0
0.0
0.0
5.923071528751754
0.5
5.923071528751754
0.0
11.6
2.9
0.0
4.1
0.0
3.9444329902529716
5.923071528751754
11.0
0.0
5.923071528751754
0.0
5.923071528751754
1.3
0.0
1.8
1.3
16.4
39.2
0.5
2.0
6.721970364451408
3.1999999999999997
6.0
0.0
5.923071528751754
0.0
1.0
5.923071528751754
0.0
18.3
0.0
2.5
35.3
2.5
1.4
11.0
0.0
5.923071528751754
9.8
0.0
5.923071528751754
2.8
14.500000000000002
29.799999999999997
0.19999999999999998
5.923071528751754
0.0
5.923071528751754
4.2
32.8
0.0
5.923071528751754
30.0
3.8
9.8
5.923071528751754
0.0
0.0
11.6
8.402035558223725
0.39999999999999997
3.1999999999999997
0.0
20.7
8.754301224648954
7.8
0.0
10.411107963323593
40.5
20.4
9.267859897017479
0.0
8.0
0.7
1.4
10.977873243391514
7.4
32.3
8.855577328801155
8.679887062311172
9.563930587470532
0.0
0.0
0.0
39.1
6.0
15.2
16.0
4.4
6.5
1.0
0.0
5.923071528751754
2.8
15.400000000000002
0.0
5.5
0.0
0.0
5.923071528751754
3.7
5.923071528751754
0.5
0.0
0.0
5.923071528751754
10.277652290463449
5.923071528751754
10.7
13.4
0.19999999999999998
18.2
23.0
34.1
30.5
5.6677184082567695
5.923071528751754
0.0
12.5
0.5
6.5
22.5
6.5
5.923071528751754
5.923071528751754
0.0
0.0
