,0
0,0.05818341383842587
1,0.0
2,0.20137524557956776
3,0.025540275049115914
4,0.008840864440078585
5,0.05818341383842587
6,0.0
7,0.1031434184675835
8,0.05818341383842587
9,0.014734774066797643
10,0.05818341383842587
11,0.009823182711198428
12,0.0
13,0.0
14,0.05500982318271119
15,0.22102161100196463
16,0.412573673870334
17,0.8998035363457759
18,0.29469548133595286
19,0.6385068762278978
20,0.18958742632612965
21,0.0
22,0.0412573673870334
23,0.13359528487229863
24,0.15717092337917485
25,0.0
26,0.0
27,0.18762278978389
28,0.003929273084479371
29,0.0
30,0.13850687622789784
31,0.10903732809430254
32,0.793713163064833
33,0.9921414538310412
34,0.12770137524557956
35,0.7337917485265226
36,0.0962671905697446
37,0.06385068762278978
38,0.07662082514734773
39,0.012770137524557957
40,0.019646365422396856
41,0.029469548133595286
42,0.05108055009823183
43,0.02455795677799607
44,0.10510805500982318
45,0.06286836935166994
46,0.013752455795677798
47,0.0
48,0.0029469548133595285
49,0.0
50,0.0
51,0.014734774066797643
52,0.0
53,0.0
54,0.0
55,0.05818341383842587
56,0.0
57,0.0
58,0.0
59,0.0
60,0.022593320235756383
61,0.04911591355599214
62,0.05818341383842587
63,0.0
64,0.0756385068762279
65,0.014734774066797643
66,0.004911591355599214
67,0.0
68,0.393909626719057
69,0.009823182711198428
70,0.0
71,0.0
72,0.17092337917485265
73,0.03143418467583497
74,0.15717092337917485
75,0.05795677799607073
76,0.3673870333988212
77,0.3280943025540275
78,0.0029469548133595285
79,0.0
80,0.013752455795677798
81,0.0
82,0.05818341383842587
83,0.05818341383842587
84,0.012770137524557957
85,0.02455795677799607
86,0.17583497053045186
87,0.3192534381139489
88,0.0
89,0.0
90,0.036345776031434185
91,0.43222003929273084
92,0.004911591355599214
93,0.0
94,0.0
95,0.0
96,0.04911591355599214
97,0.14734774066797643
98,0.022593320235756383
99,0.02455795677799607
100,0.5009823182711198
101,0.0
102,0.0
103,0.02455795677799607
104,0.17976424361493124
105,0.004911591355599214
106,0.0
107,0.009823182711198428
108,0.0
109,0.05818341383842587
110,0.0
111,0.0
112,0.0
113,0.05818341383842587
114,0.0
115,0.034381139489194495
116,0.2681728880157171
117,0.0
118,0.6247544204322201
119,0.4666011787819253
120,0.02455795677799607
121,0.02455795677799607
122,0.004911591355599214
123,0.0
124,0.0009823182711198428
125,0.0
126,0.0
127,0.0
128,0.0
129,0.0
130,0.0
131,0.0
132,0.0
133,0.0
134,0.0
135,0.0
136,0.05818341383842587
137,0.0
138,0.0
139,0.0
140,0.0
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,0.0
147,0.0
148,0.0
149,0.0
150,0.0
151,0.0
152,0.0
153,0.0
154,0.0
155,0.0
156,0.0
157,0.0
158,0.0
159,0.0
160,0.0
161,0.0
162,0.0
163,0.0
164,0.0
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,0.0
171,0.0
172,0.0
173,0.0
174,0.0
175,0.0
176,0.0
177,0.0
178,0.0
179,0.0
180,0.0
181,0.0
182,0.0
183,0.0
184,0.0
185,0.05818341383842587
186,0.05818341383842587
187,0.0
188,0.0
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,0.0
195,0.0
196,0.0
197,0.0
198,0.0
199,0.0
200,0.0
201,0.0
202,0.0
203,0.0
204,0.0
205,0.0
206,0.0
207,0.0
208,0.0
209,0.0
210,0.0
211,0.0
212,0.0
213,0.0
214,0.0
215,0.0
216,0.0
217,0.0
218,0.0
219,0.0
220,0.0
221,0.0
222,0.0
223,0.0
224,0.0
225,0.0
226,0.0
227,0.0
228,0.0
229,0.0
230,0.0
231,0.0
232,0.0
233,0.0
234,0.0
235,0.0
236,0.0
237,0.0
238,0.0
239,0.0
240,0.0
241,0.0
242,0.0
243,0.0
244,0.0
245,0.0
246,0.0
247,0.0
248,0.0
249,0.0
250,0.0
251,0.0
252,0.0
253,0.0
254,0.0
255,0.0
256,0.0
257,0.0
258,0.0
259,0.0
260,0.0
261,0.0
262,0.0
263,0.0
264,0.0
265,0.0
266,0.0
267,0.0
268,0.0
269,0.0
270,0.0
271,0.0
272,0.0
273,0.0
274,0.0
275,0.0
276,0.0
277,0.0
278,0.0
279,0.0
280,0.0
281,0.0
282,0.0
283,0.0
284,0.0
285,0.0
286,0.0
287,0.0
288,0.0
289,0.0
290,0.0
291,0.0
292,0.0
293,0.0
294,0.0
295,0.0
296,0.0
297,0.0
298,0.0
299,0.0
300,0.0
301,0.0
302,0.0
303,0.05818341383842587
304,0.0
305,0.0
306,0.05818341383842587
307,0.0
308,0.0
309,0.0
310,0.0
311,0.04911591355599214
312,0.0
313,0.0
314,0.0
315,0.0
316,0.0
317,0.004911591355599214
318,0.0
319,0.0
320,0.0
321,0.0
322,0.0
323,0.0
324,0.0
325,0.0
326,0.0
327,0.0
328,0.0
329,0.0
330,0.1925343811394892
331,0.0
332,0.0
333,0.0
334,0.0
335,0.0
336,0.0
337,0.14243614931237722
338,0.2554027504911591
339,0.0029469548133595285
340,0.004911591355599214
341,0.0
342,0.0
343,0.1306483300589391
344,0.0
345,0.0
346,0.0
347,0.0
348,0.0
349,0.0
350,0.05818341383842587
351,0.004911591355599214
352,0.05818341383842587
353,0.0
354,0.11394891944990176
355,0.02848722986247544
356,0.0
357,0.04027504911591355
358,0.0
359,0.4764243614931238
360,0.05818341383842587
361,0.10805500982318271
362,0.0
363,0.05818341383842587
364,0.0
365,0.05818341383842587
366,0.012770137524557957
367,0.0
368,0.01768172888015717
369,0.012770137524557957
370,0.1611001964636542
371,0.3850687622789784
372,0.004911591355599214
373,0.019646365422396856
374,0.518664047151277
375,0.03143418467583497
376,0.05893909626719057
377,0.0
378,0.05818341383842587
379,0.0
380,0.009823182711198428
381,0.05818341383842587
382,0.0
383,0.17976424361493124
384,0.0
385,0.02455795677799607
386,0.3467583497053045
387,0.02455795677799607
388,0.013752455795677798
389,0.10805500982318271
390,0.0
391,0.05818341383842587
392,0.0962671905697446
393,0.0
394,0.05818341383842587
395,0.027504911591355596
396,0.14243614931237722
397,0.29273084479371314
398,0.0019646365422396855
399,0.05818341383842587
400,0.0
401,0.05818341383842587
402,0.0412573673870334
403,0.3222003929273084
404,0.0
405,0.05818341383842587
406,0.29469548133595286
407,0.03732809430255402
408,0.0962671905697446
409,0.05818341383842587
410,0.0
411,0.0
412,0.11394891944990176
413,0.4489194499017682
414,0.003929273084479371
415,0.03143418467583497
416,0.0
417,0.20333988212180745
418,0.555992141453831
419,0.07662082514734773
420,0.0
421,0.412573673870334
422,0.3978388998035363
423,0.2003929273084479
424,1.0
425,0.0
426,0.07858546168958742
427,0.006876227897838899
428,0.013752455795677798
429,0.44204322200392926
430,0.07269155206286837
431,0.3172888015717092
432,0.4656188605108055
433,0.4253438113948919
434,0.4656188605108055
435,0.0
436,0.0
437,0.0
438,0.3840864440078586
439,0.05893909626719057
440,0.1493123772102161
441,0.15717092337917485
442,0.043222003929273084
443,0.06385068762278978
444,0.009823182711198428
445,0.0
446,0.05818341383842587
447,0.027504911591355596
448,0.1512770137524558
449,0.0
450,0.054027504911591355
451,0.0
452,0.0
453,0.05818341383842587
454,0.036345776031434185
455,0.05818341383842587
456,0.004911591355599214
457,0.0
458,0.0
459,0.05818341383842587
460,0.7907662082514735
461,0.05818341383842587
462,0.10510805500982318
463,0.13163064833005894
464,0.0019646365422396855
465,0.17878192534381138
466,0.22593320235756384
467,0.3349705304518664
468,0.29960707269155207
469,0.5599214145383103
470,0.05818341383842587
471,0.0
472,0.12278978388998035
473,0.004911591355599214
474,0.06385068762278978
475,0.22102161100196463
476,0.06385068762278978
477,0.05818341383842587
478,0.05818341383842587
479,0.0
480,0.0
481,0.055992141453831044
482,0.0
483,0.009823182711198428
484,0.05818341383842587
485,0.03831041257367387
486,0.05818341383842587
487,0.0
488,0.02652259332023576
489,0.009823182711198428
490,0.0
491,0.0
492,0.05818341383842587
493,0.05818341383842587
494,0.05818341383842587
495,0.1493123772102161
496,0.029469548133595286
497,0.03929273084479371
498,0.0
499,0.0
500,0.0
501,0.0
502,0.05818341383842587
503,0.0
504,0.0029469548133595285
505,0.03929273084479371
506,0.14440078585461688
507,0.06188605108055009
508,0.05893909626719057
509,0.05818341383842587
510,0.05818341383842587
511,0.03929273084479371
512,0.11984282907662082
513,0.05818341383842587
514,0.17387033398821217
515,0.0
516,0.0
517,0.03929273084479371
518,0.05818341383842587
519,0.0
520,0.05818341383842587
521,0.05818341383842587
522,0.0
523,0.0
524,0.0
525,0.05818341383842587
526,0.05818341383842587
527,0.0
528,0.0
529,0.05818341383842587
530,0.2288801571709234
531,0.03339882121807466
532,0.007858546168958742
533,0.05818341383842587
534,0.05818341383842587
535,0.0
536,0.0
537,0.05818341383842587
538,0.0
539,0.0
540,0.0
541,0.05818341383842587
542,0.05818341383842587
543,0.0
544,0.0
545,0.05818341383842587
546,0.0
547,0.0
548,0.0
549,0.05818341383842587
550,0.05818341383842587
551,0.0
552,0.004911591355599214
553,0.03929273084479371
554,0.0
555,0.0
556,0.05818341383842587
557,0.05818341383842587
558,0.05818341383842587
559,0.0
560,0.0
561,0.05818341383842587
562,0.16895874263261296
563,0.0
564,0.0
565,0.05818341383842587
566,0.05818341383842587
567,0.0
568,0.0
569,0.05818341383842587
570,0.0
571,0.05818341383842587
572,0.0
573,0.0
574,0.05818341383842587
575,0.0
576,0.0
577,0.05818341383842587
578,0.0
579,0.0
580,0.0
581,0.05818341383842587
582,0.05818341383842587
583,0.05818341383842587
584,0.0
585,0.0
586,0.05818341383842587
587,0.0
588,0.0
589,0.12770137524557956
590,0.05818341383842587
591,0.009823182711198428
592,0.0
593,0.05818341383842587
594,0.0
595,0.0
596,0.0
597,0.05818341383842587
598,0.05818341383842587
599,0.0
600,0.0
601,0.05818341383842587
602,0.0
603,0.0
604,0.0
605,0.05818341383842587
606,0.05818341383842587
607,0.0
608,0.0
609,0.05818341383842587
610,0.0
611,0.0
612,0.0
613,0.05818341383842587
614,0.05818341383842587
615,0.05818341383842587
616,0.0
617,0.05818341383842587
618,0.0
619,0.0
620,0.0
621,0.05818341383842587
622,0.05818341383842587
623,0.05818341383842587
624,0.05818341383842587
625,0.05818341383842587
626,0.05818341383842587
627,0.05818341383842587
628,0.05818341383842587
629,0.05818341383842587
630,0.05818341383842587
631,0.05818341383842587
632,0.05818341383842587
633,0.05818341383842587
634,0.05818341383842587
635,0.05818341383842587
636,0.0
637,0.05818341383842587
638,0.05818341383842587
639,0.0
640,0.0
641,0.05818341383842587
642,0.0
643,0.0
644,0.0
645,0.05818341383842587
646,0.0
647,0.0
648,0.0
649,0.03929273084479371
650,0.0
651,0.05818341383842587
652,0.0
653,0.05818341383842587
654,0.05818341383842587
655,0.0
656,0.0
657,0.05818341383842587
658,0.09823182711198428
659,0.0
660,0.0
661,0.02455795677799607
662,0.006876227897838899
663,0.16306483300589392
664,0.29960707269155207
665,0.009823182711198428
666,0.02652259332023576
667,0.0
668,0.0
669,0.20235756385068762
670,0.33693516699410603
671,0.2220039292730845
672,0.08447937131630648
673,0.05818341383842587
674,0.0
675,0.0
676,0.0
677,0.05818341383842587
678,0.05818341383842587
679,0.0
680,0.0
681,0.05818341383842587
682,0.05818341383842587
683,0.0
684,0.043222003929273084
685,0.15225933202357564
686,0.05818341383842587
687,0.0
688,0.0
689,0.05818341383842587
690,0.004911591355599214
691,0.0
692,0.07367387033398821
693,0.029469548133595286
694,0.05818341383842587
695,0.0029469548133595285
696,0.011787819253438114
697,0.05818341383842587
698,0.05818341383842587
699,0.3516699410609037
700,0.0
701,0.029469548133595286
702,0.0019646365422396855
703,0.0
704,0.45284872298624756
705,0.35952848722986247
706,0.2593320235756385
707,0.05893909626719057
708,0.15029469548133595
709,0.15618860510805502
710,0.04223968565815324
711,0.1286836935166994
712,0.3074656188605108
713,0.09724950884086445
714,0.17779960707269157
715,0.009823182711198428
716,0.16699410609037327
717,0.034381139489194495
718,0.10609037328094303
719,0.009823182711198428
720,0.025540275049115914
721,0.04911591355599214
722,0.21512770137524556
723,0.0
724,0.0
725,0.05818341383842587
726,0.009823182711198428
727,0.2504911591355599
728,0.5726915520628684
729,0.3271119842829076
730,0.22298624754420432
731,0.4911591355599214
732,0.0
733,0.04223968565815324
734,0.09724950884086445
735,0.036345776031434185
736,0.10903732809430254
737,0.05818341383842587
738,0.34086444007858546
739,0.003929273084479371
740,0.13261296660117877
741,0.04911591355599214
742,0.012770137524557957
743,0.0
744,0.2917485265225933
745,0.0029469548133595285
746,0.05818341383842587
747,0.0
748,0.0
749,0.04420432220039293
750,0.0019646365422396855
751,0.1031434184675835
752,0.13163064833005894
753,0.3094302554027505
754,0.27504911591355596
755,0.07956777996070727
756,0.05818341383842587
757,0.5874263261296659
758,0.003929273084479371
759,0.015717092337917484
760,0.05818341383842587
761,0.019646365422396856
762,0.2612966601178782
763,0.060903732809430254
764,0.0
765,0.06483300589390963
766,0.28487229862475444
767,0.02455795677799607
768,0.034381139489194495
769,0.05818341383842587
770,0.3202357563850688
771,0.02455795677799607
772,0.3978388998035363
773,0.05818341383842587
774,0.22102161100196463
775,0.13163064833005894
776,0.18172888015717092
777,0.05818341383842587
778,0.6365422396856582
779,0.013752455795677798
780,0.0
781,0.0
782,0.17681728880157171
783,0.10216110019646366
784,0.0
785,0.3742632612966601
786,0.2593320235756385
787,0.08840864440078586
788,0.21905697445972494
789,0.7347740667976423
790,0.2111984282907662
791,0.23772102161100195
792,0.2043222003929273
793,0.007858546168958742
794,0.13948919449901767
795,0.4056974459724951
796,0.07367387033398821
797,0.1168958742632613
798,0.05818341383842587
799,0.0019646365422396855
800,0.0
801,0.009823182711198428
802,0.13359528487229863
803,0.13359528487229863
804,0.012770137524557957
805,0.03339882121807466
806,0.007858546168958742
807,0.0
808,0.2868369351669941
809,0.2288801571709234
810,0.0
811,0.06876227897838899
812,0.05818341383842587
813,0.37328094302554027
814,0.009823182711198428
815,0.05818341383842587
816,0.004911591355599214
817,0.0
818,0.05818341383842587
819,0.0
820,0.034381139489194495
821,0.045186640471512766
822,0.05818341383842587
823,0.0
824,0.0
825,0.12377210216110018
826,0.05818341383842587
827,0.05992141453831041
828,0.07367387033398821
829,0.05697445972495088
830,0.05818341383842587
831,0.01768172888015717
832,0.05818341383842587
833,0.03241650294695481
834,0.0
835,0.0
836,0.0
837,0.0
838,0.0
839,0.015717092337917484
840,0.0
841,0.0
842,0.0
843,0.0
844,0.05818341383842587
845,0.0
846,0.0
847,0.0
848,0.0
849,0.019646365422396856
850,0.0
851,0.0
852,0.034381139489194495
853,0.05818341383842587
854,0.0
855,0.0
856,0.0
857,0.0
858,0.27013752455795675
859,0.0
860,0.0
861,0.0
862,0.0
863,0.0
864,0.0
865,0.0
866,0.0
867,0.0
868,0.0
869,0.8772102161100196
870,0.0
871,0.0
872,0.0
873,0.0
874,0.0
875,0.0
876,0.0
877,0.0
878,0.05818341383842587
879,0.052062868369351666
880,0.05818341383842587
881,0.05818341383842587
882,0.05818341383842587
883,0.11984282907662082
884,0.0
885,0.003929273084479371
886,0.0
887,0.0
888,0.0
889,0.05818341383842587
890,0.027504911591355596
891,0.0
892,0.0
893,0.05818341383842587
894,0.0
895,0.0
896,0.0
897,0.05992141453831041
898,0.09037328094302553
899,0.0
900,0.0
901,0.0
902,0.0
903,0.007858546168958742
904,0.0
905,0.0
906,0.4538310412573674
907,0.0
908,0.0
909,0.05818341383842587
910,0.007858546168958742
911,0.05818341383842587
912,0.0
913,0.0
914,0.0
915,0.0
916,0.0
917,0.0
918,0.0
919,0.0
920,0.0
921,0.05818341383842587
922,0.0
923,0.0
924,0.0
925,0.0
926,0.0
927,0.0
928,0.0
929,0.0
930,0.0
931,0.0
932,0.0
933,0.05818341383842587
934,0.0
935,0.0
936,0.0
937,0.0
938,0.0
939,0.0
940,0.0
941,0.0
942,0.0
943,0.0
944,0.0
945,0.0
946,0.011787819253438114
947,0.0
