,Tanggal,RR
1024,2021-10-21,0.0
1025,2021-10-22,0.0
1026,2021-10-23,0.0
1027,2021-10-24,0.0
1028,2021-10-25,0.0
1029,2021-10-26,0.0
1030,2021-10-27,0.0
1031,2021-10-28,5.923071528751754
1032,2021-10-29,0.0
1033,2021-10-30,0.0
1034,2021-10-31,5.923071528751754
1035,2021-11-01,5.923071528751754
1036,2021-11-02,1.5
1037,2021-11-03,0.0
1038,2021-11-04,0.0
1039,2021-11-05,2.2
1040,2021-11-06,5.923071528751754
1041,2021-11-07,5.923071528751754
1042,2021-11-08,0.6
1043,2021-11-09,1.2
1044,2021-11-10,1.0
1045,2021-11-11,7.0
1046,2021-11-12,20.4
1047,2021-11-13,5.923071528751754
1048,2021-11-14,9.1
1049,2021-11-15,19.0
1050,2021-11-16,22.3
1051,2021-11-17,5.1
1052,2021-11-18,0.0
1053,2021-11-19,0.0
1054,2021-11-20,1.3
1055,2021-11-21,6.5
1056,2021-11-22,0.0
1057,2021-11-23,5.923071528751754
1058,2021-11-24,5.9
1059,2021-11-25,0.0
1060,2021-11-26,0.0
1061,2021-11-27,0.0
1062,2021-11-28,0.2
1063,2021-11-29,21.7
1064,2021-11-30,22.5
1065,2021-12-01,16.0
1066,2021-12-02,1.4
1067,2021-12-03,77.2
1068,2021-12-04,2.3
1069,2021-12-05,3.6
1070,2021-12-06,1.3
1071,2021-12-07,6.2
1072,2021-12-08,0.2
1073,2021-12-09,22.0
1074,2021-12-10,21.4
1075,2021-12-11,0.0
1076,2021-12-12,15.4
1077,2021-12-13,45.5
1078,2021-12-14,32.5
1079,2021-12-15,11.6
1080,2021-12-16,5.8
1081,2021-12-17,5.923071528751754
1082,2021-12-18,0.0
1083,2021-12-19,5.923071528751754
1084,2021-12-20,7.6
1085,2021-12-21,0.9
1086,2021-12-22,18.4
1087,2021-12-23,0.0
1088,2021-12-24,5.923071528751754
1089,2021-12-25,5.923071528751754
1090,2021-12-26,30.5
1091,2021-12-27,17.3
1092,2021-12-28,35.9
1093,2021-12-29,9.8
1094,2021-12-30,0.0
1095,2021-12-31,85.0
1096,2022-01-01,18.0
1097,2022-01-02,0.8
1098,2022-01-03,10.0
1099,2022-01-04,1.0
1100,2022-01-05,5.923071528751754
1101,2022-01-06,0.9
1102,2022-01-07,3.0
1103,2022-01-08,34.0
1104,2022-01-09,5.923071528751754
1105,2022-01-10,5.923071528751754
1106,2022-01-11,32.0
1107,2022-01-12,8.8
1108,2022-01-13,6.3
1109,2022-01-14,5.923071528751754
1110,2022-01-15,5.923071528751754
1111,2022-01-16,0.0
1112,2022-01-17,5.923071528751754
1113,2022-01-18,7.5
1114,2022-01-19,11.8
1115,2022-01-20,31.6
1116,2022-01-21,12.2
1117,2022-01-22,5.923071528751754
1118,2022-01-23,4.6
1119,2022-01-24,5.923071528751754
1120,2022-01-25,0.0
1121,2022-01-26,3.0
1122,2022-01-27,0.0
1123,2022-01-28,0.5
1124,2022-01-29,25.9
1125,2022-01-30,3.9
1126,2022-01-31,2.1
1127,2022-02-01,3.0
1128,2022-02-02,4.4
1129,2022-02-03,5.923071528751754
1130,2022-02-04,1.0
1131,2022-02-05,25.3
1132,2022-02-06,0.0
1133,2022-02-07,1.8
1134,2022-02-08,17.2
1135,2022-02-09,2.4
1136,2022-02-10,27.9
1137,2022-02-11,5.923071528751754
1138,2022-02-12,1.1
1139,2022-02-13,2.3
1140,2022-02-14,4.4
1141,2022-02-15,5.923071528751754
1142,2022-02-16,0.0
1143,2022-02-17,10.0
1144,2022-02-18,0.0
1145,2022-02-19,12.6
1146,2022-02-20,0.2
1147,2022-02-21,1.3
1148,2022-02-22,30.1
1149,2022-02-23,1.5
1150,2022-02-24,49.7
1151,2022-02-25,31.5
1152,2022-02-26,0.9
1153,2022-02-27,8.0
1154,2022-02-28,8.0
1155,2022-03-01,20.8
1156,2022-03-02,1.5
1157,2022-03-03,1.5
1158,2022-03-04,5.923071528751754
1159,2022-03-05,24.5
1160,2022-03-06,48.0
1161,2022-03-07,39.8
1162,2022-03-08,4.0
1163,2022-03-09,3.9
1164,2022-03-10,0.0
1165,2022-03-11,5.923071528751754
1166,2022-03-12,14.0
1167,2022-03-13,1.7
1168,2022-03-14,5.7
1169,2022-03-15,0.0
1170,2022-03-16,19.4
1171,2022-03-17,5.923071528751754
1172,2022-03-18,5.923071528751754
1173,2022-03-19,5.923071528751754
1174,2022-03-20,18.6
1175,2022-03-21,5.1
1176,2022-03-22,17.2
1177,2022-03-23,1.0
1178,2022-03-24,3.9
1179,2022-03-25,3.8
1180,2022-03-26,14.0
1181,2022-03-27,0.4
1182,2022-03-28,9.8
1183,2022-03-29,0.0
1184,2022-03-30,12.4
1185,2022-03-31,0.0
1186,2022-04-01,0.0
1187,2022-04-02,0.0
1188,2022-04-03,0.0
1189,2022-04-04,24.7
1190,2022-04-05,5.923071528751754
1191,2022-04-06,5.923071528751754
1192,2022-04-07,0.0
1193,2022-04-08,0.0
1194,2022-04-09,0.0
1195,2022-04-10,0.0
1196,2022-04-11,5.923071528751754
1197,2022-04-12,5.923071528751754
1198,2022-04-13,5.923071528751754
1199,2022-04-14,0.0
1200,2022-04-15,0.0
1201,2022-04-16,0.0
1202,2022-04-17,0.0
1203,2022-04-18,0.0
1204,2022-04-19,0.0
1205,2022-04-20,14.0
1206,2022-04-21,5.923071528751754
1207,2022-04-22,1.5
1208,2022-04-23,0.0
1209,2022-04-24,3.3
1210,2022-04-25,0.2
1211,2022-04-26,0.0
1212,2022-04-27,0.0
1213,2022-04-28,9.5
1214,2022-04-29,6.4
1215,2022-04-30,5.923071528751754
1216,2022-05-01,6.7
1217,2022-05-02,0.0
1218,2022-05-03,0.0
1219,2022-05-04,0.0
1220,2022-05-05,0.0
1221,2022-05-06,0.0
1222,2022-05-07,0.0
1223,2022-05-08,6.4
1224,2022-05-09,22.0
1225,2022-05-10,5.923071528751754
1226,2022-05-11,1.0
1227,2022-05-12,0.0
1228,2022-05-13,0.0
1229,2022-05-14,50.7
1230,2022-05-15,5.0
1231,2022-05-16,0.0
1232,2022-05-17,5.923071528751754
1233,2022-05-18,2.0
1234,2022-05-19,3.6
1235,2022-05-20,1.6
1236,2022-05-21,19.3
1237,2022-05-22,0.0
1238,2022-05-23,0.0
1239,2022-05-24,0.0
1240,2022-05-25,0.0
1241,2022-05-26,2.0
1242,2022-05-27,9.0
1243,2022-05-28,0.4
1244,2022-05-29,5.923071528751754
1245,2022-05-30,0.0
1246,2022-05-31,0.0
1247,2022-06-01,8.5
1248,2022-06-02,2.0
1249,2022-06-03,0.0
1250,2022-06-04,5.923071528751754
1251,2022-06-05,5.923071528751754
1252,2022-06-06,13.0
1253,2022-06-07,0.6
1254,2022-06-08,0.0
1255,2022-06-09,4.1
1256,2022-06-10,4.1
1257,2022-06-11,0.0
1258,2022-06-12,5.923071528751754
1259,2022-06-13,6.3
1260,2022-06-14,7.3
1261,2022-06-15,8.2
1262,2022-06-16,2.8
1263,2022-06-17,1.2
1264,2022-06-18,0.2
1265,2022-06-19,0.0
1266,2022-06-20,16.3
1267,2022-06-21,0.0
1268,2022-06-22,0.0
1269,2022-06-23,0.0
1270,2022-06-24,5.923071528751754
1271,2022-06-25,0.0
1272,2022-06-26,0.0
1273,2022-06-27,13.3
1274,2022-06-28,5.923071528751754
1275,2022-06-29,5.923071528751754
1276,2022-06-30,0.0
1277,2022-07-01,0.0
1278,2022-07-02,0.0
1279,2022-07-03,5.923071528751754
1280,2022-07-04,0.0
1281,2022-07-05,15.5
1282,2022-07-06,2.5
1283,2022-07-07,5.923071528751754
1284,2022-07-08,0.0
1285,2022-07-09,5.923071528751754
1286,2022-07-10,0.0
1287,2022-07-11,0.0
1288,2022-07-12,5.923071528751754
1289,2022-07-13,5.923071528751754
1290,2022-07-14,3.5
1291,2022-07-15,0.4
1292,2022-07-16,0.0
1293,2022-07-17,5.923071528751754
1294,2022-07-18,0.0
1295,2022-07-19,0.0
1296,2022-07-20,0.0
1297,2022-07-21,0.0
1298,2022-07-22,5.923071528751754
1299,2022-07-23,5.923071528751754
1300,2022-07-24,0.0
1301,2022-07-25,5.923071528751754
1302,2022-07-26,0.0
1303,2022-07-27,0.0
1304,2022-07-28,0.0
1305,2022-07-29,0.0
1306,2022-07-30,0.0
1307,2022-07-31,5.923071528751754
1308,2022-08-01,0.0
1309,2022-08-02,0.0
1310,2022-08-03,0.6
1311,2022-08-04,0.0
1312,2022-08-05,5.923071528751754
1313,2022-08-06,0.0
1314,2022-08-07,5.923071528751754
1315,2022-08-08,5.923071528751754
1316,2022-08-09,5.923071528751754
1317,2022-08-10,5.923071528751754
1318,2022-08-11,0.0
1319,2022-08-12,0.0
1320,2022-08-13,0.0
1321,2022-08-14,0.5
1322,2022-08-15,0.4
1323,2022-08-16,5.923071528751754
1324,2022-08-17,5.923071528751754
1325,2022-08-18,5.923071528751754
1326,2022-08-19,0.0
1327,2022-08-20,0.0
1328,2022-08-21,0.0
1329,2022-08-22,0.0
1330,2022-08-23,5.923071528751754
1331,2022-08-24,0.0
1332,2022-08-25,0.0
1333,2022-08-26,5.923071528751754
1334,2022-08-27,0.0
1335,2022-08-28,0.0
1336,2022-08-29,0.0
1337,2022-08-30,0.0
1338,2022-08-31,5.923071528751754
1339,2022-09-01,5.923071528751754
1340,2022-09-02,0.0
1341,2022-09-03,5.923071528751754
1342,2022-09-04,5.923071528751754
1343,2022-09-05,0.0
1344,2022-09-06,0.0
1345,2022-09-07,3.0
1346,2022-09-08,5.923071528751754
1347,2022-09-09,0.4
1348,2022-09-10,0.0
1349,2022-09-11,5.923071528751754
1350,2022-09-12,0.0
1351,2022-09-13,0.0
1352,2022-09-14,0.0
1353,2022-09-15,0.0
1354,2022-09-16,0.0
1355,2022-09-17,5.923071528751754
1356,2022-09-18,5.923071528751754
1357,2022-09-19,0.0
1358,2022-09-20,0.0
1359,2022-09-21,0.0
1360,2022-09-22,0.0
1361,2022-09-23,0.0
1362,2022-09-24,5.923071528751754
1363,2022-09-25,5.923071528751754
1364,2022-09-26,0.0
1365,2022-09-27,5.923071528751754
1366,2022-09-28,0.0
1367,2022-09-29,0.0
1368,2022-09-30,5.923071528751754
1369,2022-10-01,36.0
1370,2022-10-02,5.5
1371,2022-10-03,22.4
1372,2022-10-04,50.4
1373,2022-10-05,5.923071528751754
1374,2022-10-06,0.0
1375,2022-10-07,0.0
1376,2022-10-08,0.0
1377,2022-10-09,5.923071528751754
1378,2022-10-10,9.6
1379,2022-10-11,5.923071528751754
1380,2022-10-12,0.0
1381,2022-10-13,5.923071528751754
1382,2022-10-14,0.5
1383,2022-10-15,47.5
1384,2022-10-16,0.6
1385,2022-10-17,0.0
1386,2022-10-18,31.6
1387,2022-10-19,22.0
1388,2022-10-20,15.0
1389,2022-10-21,1.1
1390,2022-10-22,30.0
1391,2022-10-23,0.0
1392,2022-10-24,7.8
1393,2022-10-25,27.3
1394,2022-10-26,35.0
1395,2022-10-27,7.8
1396,2022-10-28,0.0
1397,2022-10-29,5.923071528751754
1398,2022-10-30,0.0
1399,2022-10-31,0.0
1400,2022-11-01,15.7
1401,2022-11-02,0.0
1402,2022-11-03,27.6
1403,2022-11-04,2.9
1404,2022-11-05,0.0
1405,2022-11-06,0.0
1406,2022-11-07,0.0
1407,2022-11-08,3.5
1408,2022-11-09,48.8
1409,2022-11-10,1.4
1410,2022-11-11,5.923071528751754
1411,2022-11-12,0.0
1412,2022-11-13,1.5
1413,2022-11-14,2.8
1414,2022-11-15,22.5
1415,2022-11-16,5.923071528751754
1416,2022-11-17,0.0
1417,2022-11-18,2.5
1418,2022-11-19,76.7
1419,2022-11-20,4.6
1420,2022-11-21,32.0
1421,2022-11-22,0.5
1422,2022-11-23,1.0
1423,2022-11-24,0.0
1424,2022-11-25,24.3
1425,2022-11-26,0.0
1426,2022-11-27,0.5
1427,2022-11-28,0.8
1428,2022-11-29,18.7
1429,2022-11-30,13.8
1430,2022-12-01,23.3
1431,2022-12-02,0.0
1432,2022-12-03,0.0
1433,2022-12-04,0.0
1434,2022-12-05,2.6
1435,2022-12-06,9.7
1436,2022-12-07,2.8
1437,2022-12-08,5.923071528751754
1438,2022-12-09,0.0
1439,2022-12-10,80.0
1440,2022-12-11,4.4
1441,2022-12-12,0.0
1442,2022-12-13,5.923071528751754
1443,2022-12-14,0.0
1444,2022-12-15,5.923071528751754
1445,2022-12-16,2.0
1446,2022-12-17,24.0
1447,2022-12-18,6.2
1448,2022-12-19,10.0
1449,2022-12-20,20.1
1450,2022-12-21,3.2
1451,2022-12-22,11.1
1452,2022-12-23,5.923071528751754
1453,2022-12-24,4.6
1454,2022-12-25,0.8
1455,2022-12-26,0.0
1456,2022-12-27,2.7
1457,2022-12-28,0.0
1458,2022-12-29,8.0
1459,2022-12-30,5.923071528751754
1460,2022-12-31,10.8
1461,2023-01-01,25.2
1462,2023-01-02,0.0
1463,2023-01-03,5.923071528751754
1464,2023-01-04,5.923071528751754
1465,2023-01-05,5.923071528751754
1466,2023-01-06,0.0
1467,2023-01-07,5.923071528751754
1468,2023-01-08,9.5
1469,2023-01-09,21.3
1470,2023-01-10,8.5
1471,2023-01-11,1.0
1472,2023-01-12,9.1
1473,2023-01-13,1.0
1474,2023-01-14,5.923071528751754
1475,2023-01-15,0.0
1476,2023-01-16,0.0
1477,2023-01-17,10.9
1478,2023-01-18,1.3
1479,2023-01-19,6.5
1480,2023-01-20,0.3
1481,2023-01-21,0.0
1482,2023-01-22,16.6
1483,2023-01-23,25.5
1484,2023-01-24,0.0
1485,2023-01-25,2.0
1486,2023-01-26,23.0
1487,2023-01-27,0.9
1488,2023-01-28,6.1
1489,2023-01-29,11.5
1490,2023-01-30,3.8
1491,2023-01-31,5.923071528751754
1492,2023-02-01,13.2
1493,2023-02-02,1.0
1494,2023-02-03,4.9
1495,2023-02-04,5.923071528751754
1496,2023-02-05,4.0
1497,2023-02-06,0.0
1498,2023-02-07,7.0
1499,2023-02-08,4.5
1500,2023-02-09,3.0
1501,2023-02-10,33.6
1502,2023-02-11,5.923071528751754
1503,2023-02-12,1.7
1504,2023-02-13,3.6
1505,2023-02-14,14.7
1506,2023-02-15,17.8
1507,2023-02-16,23.8
1508,2023-02-17,19.8
1509,2023-02-18,1.4
1510,2023-02-19,65.8
1511,2023-02-20,15.0
1512,2023-02-21,9.5
1513,2023-02-22,56.2
1514,2023-02-23,5.923071528751754
1515,2023-02-24,3.8
1516,2023-02-25,0.0
1517,2023-02-26,3.0
1518,2023-02-27,0.1
1519,2023-02-28,6.8
1520,2023-03-01,7.6
1521,2023-03-02,2.0
1522,2023-03-03,13.7
1523,2023-03-04,0.0
1524,2023-03-05,0.0
1525,2023-03-06,45.2
1526,2023-03-07,0.2
1527,2023-03-08,0.0
1528,2023-03-09,10.0
1529,2023-03-10,0.0
1530,2023-03-11,5.923071528751754
1531,2023-03-12,0.0
1532,2023-03-13,0.0
1533,2023-03-14,0.0
1534,2023-03-15,0.2
1535,2023-03-16,3.0
1536,2023-03-17,0.1
1537,2023-03-18,0.0
1538,2023-03-19,5.923071528751754
1539,2023-03-20,5.5
1540,2023-03-21,14.3
1541,2023-03-22,2.0
1542,2023-03-23,0.0
1543,2023-03-24,0.0
1544,2023-03-25,4.0
1545,2023-03-26,0.0
1546,2023-03-27,0.0
1547,2023-03-28,0.0
1548,2023-03-29,5.923071528751754
1549,2023-03-30,25.2
1550,2023-03-31,7.4
1551,2023-04-01,12.4
1552,2023-04-02,0.1
1553,2023-04-03,6.9
1554,2023-04-04,5.923071528751754
1555,2023-04-05,0.0
1556,2023-04-06,0.0
1557,2023-04-07,30.0
1558,2023-04-08,0.0
1559,2023-04-09,33.5
1560,2023-04-10,11.1
1561,2023-04-11,3.0
1562,2023-04-12,5.4
1563,2023-04-13,15.5
1564,2023-04-14,0.0
1565,2023-04-15,1.4
1566,2023-04-16,60.0
1567,2023-04-17,0.0
1568,2023-04-18,5.2
1569,2023-04-19,0.0
1570,2023-04-20,13.1
1571,2023-04-21,0.0
1572,2023-04-22,0.0
1573,2023-04-23,0.0
1574,2023-04-24,0.0
1575,2023-04-25,0.0
1576,2023-04-26,3.5
1577,2023-04-27,0.3
1578,2023-04-28,5.923071528751754
1579,2023-04-29,0.6
1580,2023-04-30,0.8
1581,2023-05-01,0.0
1582,2023-05-02,0.0
1583,2023-05-03,5.923071528751754
1584,2023-05-04,5.923071528751754
1585,2023-05-05,5.923071528751754
1586,2023-05-06,7.7
1587,2023-05-07,0.0
1588,2023-05-08,0.0
1589,2023-05-09,0.0
1590,2023-05-10,5.923071528751754
1591,2023-05-11,2.3
1592,2023-05-12,5.923071528751754
1593,2023-05-13,0.0
1594,2023-05-14,5.923071528751754
1595,2023-05-15,0.0
1596,2023-05-16,0.0
1597,2023-05-17,0.0
1598,2023-05-18,0.0
1599,2023-05-19,0.0
1600,2023-05-20,5.923071528751754
1601,2023-05-21,0.0
1602,2023-05-22,5.923071528751754
1603,2023-05-23,0.0
1604,2023-05-24,0.0
1605,2023-05-25,0.0
1606,2023-05-26,0.0
1607,2023-05-27,0.0
1608,2023-05-28,5.923071528751754
1609,2023-05-29,0.0
1610,2023-05-30,5.923071528751754
1611,2023-05-31,0.0
1612,2023-06-01,0.0
1613,2023-06-02,0.0
1614,2023-06-03,5.923071528751754
1615,2023-06-04,0.0
1616,2023-06-05,0.0
1617,2023-06-06,0.0
1618,2023-06-07,1.9
1619,2023-06-08,0.0
1620,2023-06-09,5.923071528751754
1621,2023-06-10,0.0
1622,2023-06-11,0.4
1623,2023-06-12,0.0
1624,2023-06-13,0.0
1625,2023-06-14,5.923071528751754
1626,2023-06-15,0.0
1627,2023-06-16,0.0
1628,2023-06-17,0.0
1629,2023-06-18,0.0
1630,2023-06-19,0.0
1631,2023-06-20,0.0
1632,2023-06-21,0.0
1633,2023-06-22,0.0
1634,2023-06-23,5.923071528751754
1635,2023-06-24,0.0
1636,2023-06-25,0.0
1637,2023-06-26,13.0
1638,2023-06-27,0.0
1639,2023-06-28,0.0
1640,2023-06-29,0.0
1641,2023-06-30,0.0
1642,2023-07-01,5.923071528751754
1643,2023-07-02,0.0
1644,2023-07-03,0.0
1645,2023-07-04,0.0
1646,2023-07-05,12.5
1647,2023-07-06,0.0
1648,2023-07-07,5.923071528751754
1649,2023-07-08,34.5
1650,2023-07-09,3.8
1651,2023-07-10,0.0
1652,2023-07-11,0.0
1653,2023-07-12,0.0
1654,2023-07-13,0.0
1655,2023-07-14,0.0
1656,2023-07-15,0.0
1657,2023-07-16,0.0
1658,2023-07-17,5.923071528751754
1659,2023-07-18,0.0
1660,2023-07-19,0.0
1661,2023-07-20,0.0
1662,2023-07-21,0.0
1663,2023-07-22,0.0
1664,2023-07-23,5.923071528751754
1665,2023-07-24,5.923071528751754
1666,2023-07-25,0.0
1667,2023-07-26,0.0
1668,2023-07-27,0.0
1669,2023-07-28,0.0
1670,2023-07-29,0.0
1671,2023-07-30,0.0
1672,2023-07-31,0.0
1673,2023-08-01,0.0
1674,2023-08-02,5.923071528751754
1675,2023-08-03,0.0
1676,2023-08-04,0.0
1677,2023-08-05,0.0
1678,2023-08-06,5.923071528751754
1679,2023-08-07,0.0
1680,2023-08-08,5.923071528751754
1681,2023-08-09,0.0
1682,2023-08-10,5.923071528751754
1683,2023-08-11,5.923071528751754
1684,2023-08-12,0.0
1685,2023-08-13,0.0
1686,2023-08-14,0.0
1687,2023-08-15,0.0
1688,2023-08-16,0.0
1689,2023-08-17,0.0
1690,2023-08-18,5.923071528751754
1691,2023-08-19,0.0
1692,2023-08-20,5.923071528751754
1693,2023-08-21,0.0
1694,2023-08-22,0.0
1695,2023-08-23,0.0
1696,2023-08-24,0.0
1697,2023-08-25,0.0
1698,2023-08-26,5.923071528751754
1699,2023-08-27,0.0
1700,2023-08-28,0.0
1701,2023-08-29,0.0
1702,2023-08-30,0.0
1703,2023-08-31,0.0
